Time,target_send_rate,increase_size_bytes,total_file_size_bytes,total_dir_size_bytes
2571.0000,10.0000,92147.6268,800480459.3508,380457305.0058
2572.0000,10.0000,92147.6268,800572606.9776,380549452.6326
2573.0000,10.0000,92147.6268,800664754.6044,380641600.2594
2574.0000,10.0000,92147.6268,800756902.2312,380733747.8862
2575.0000,10.0000,92147.6268,800849049.8580,380825895.5130
2576.0000,10.0000,92147.6268,800941197.4848,380918043.1398
2577.0000,10.0000,92147.6268,801033345.1116,381010190.7666
2578.0000,10.0000,92147.6268,801125492.7384,381102338.3934
2579.0000,10.0000,92147.6268,801217640.3652,381194486.0202
2580.0000,10.0000,92147.6268,801309787.9920,381286633.6470
2581.0000,10.0000,92147.6268,801401935.6188,381378781.2738
2582.0000,10.0000,92147.6268,801494083.2456,381470928.9006
2583.0000,10.0000,92147.6268,801586230.8724,381563076.5274
2584.0000,10.0000,92147.6268,801678378.4992,381655224.1542
2585.0000,10.0000,92147.6268,801770526.1260,381747371.7810
2586.0000,10.0000,92147.6268,801862673.7528,381839519.4078
2587.0000,10.0000,92147.6268,801954821.3796,381931667.0346
2588.0000,10.0000,92147.6268,802046969.0064,382023814.6614
2589.0000,10.0000,92147.6268,802139116.6332,382115962.2882
2590.0000,10.0000,92147.6268,802231264.2600,382208109.9150
2591.0000,10.0000,92147.6268,802323411.8868,382300257.5418
2592.0000,10.0000,92147.6268,802415559.5136,382392405.1686
2593.0000,10.0000,92147.6268,802507707.1404,382484552.7954
2594.0000,10.0000,92147.6268,802599854.7672,382576700.4222
2595.0000,10.0000,92147.6268,802692002.3940,382668848.0490
2596.0000,10.0000,92147.6268,802784150.0208,382760995.6758
2597.0000,10.0000,92147.6268,802876297.6476,382853143.3026
2598.0000,10.0000,92147.6268,802968445.2744,382945290.9294
2599.0000,10.0000,92147.6268,803060592.9012,383037438.5562
2600.0000,10.0000,92147.6268,803152740.5280,383129586.1830
2601.0000,10.0000,92147.6268,803244888.1548,383221733.8098
2602.0000,10.0000,92147.6268,803337035.7816,383313881.4366
2603.0000,10.0000,92147.6268,803429183.4084,383406029.0634
2604.0000,10.0000,92147.6268,803521331.0352,383498176.6902
2605.0000,10.0000,92147.6268,803613478.6620,383590324.3170
2606.0000,10.0000,92147.6268,803705626.2888,383682471.9438
2607.0000,10.0000,92147.6268,803797773.9156,383774619.5706
2608.0000,10.0000,92147.6268,803889921.5424,383866767.1974
2609.0000,10.0000,92147.6268,803982069.1692,383958914.8242
2610.0000,10.0000,92147.6268,804074216.7960,384051062.4510
2611.0000,10.0000,92147.6268,804166364.4228,384143210.0778
2612.0000,10.0000,92147.6268,804258512.0496,384235357.7046
2613.0000,10.0000,92147.6268,804350659.6764,384327505.3314
2614.0000,10.0000,92147.6268,804442807.3032,384419652.9582
2615.0000,10.0000,92147.6268,804534954.9300,384511800.5850
2616.0000,10.0000,92147.6268,804627102.5568,384603948.2118
2617.0000,10.0000,92147.6268,804719250.1836,384696095.8386
2618.0000,10.0000,92147.6268,804811397.8104,384788243.4654
2619.0000,10.0000,92147.6268,804903545.4372,384880391.0922
2620.0000,10.0000,92147.6268,804995693.0640,384972538.7190
2621.0000,10.0000,92147.6268,805087840.6908,385064686.3458
2622.0000,10.0000,92147.6268,805179988.3176,385156833.9726
2623.0000,10.0000,92147.6268,805272135.9444,385248981.5994
2624.0000,10.0000,92147.6268,805364283.5712,385341129.2262
2625.0000,10.0000,92147.6268,805456431.1980,385433276.8530
2626.0000,10.0000,92147.6268,805548578.8248,385525424.4798
2627.0000,10.0000,92147.6268,805640726.4516,385617572.1066
2628.0000,10.0000,92147.6268,805732874.0784,385709719.7334
2629.0000,10.0000,92147.6268,805825021.7052,385801867.3602
2630.0000,10.0000,92147.6268,805917169.3320,385894014.9870
2631.0000,10.0000,92147.6268,806009316.9588,385986162.6138
2632.0000,10.0000,92147.6268,806101464.5856,386078310.2406
2633.0000,10.0000,92147.6268,806193612.2124,386170457.8674
2634.0000,10.0000,92147.6268,806285759.8392,386262605.4942
2635.0000,10.0000,92147.6268,806377907.4660,386354753.1210
2636.0000,10.0000,92147.6268,806470055.0928,386446900.7478
2637.0000,10.0000,92147.6268,806562202.7196,386539048.3746
2638.0000,10.0000,92147.6268,806654350.3464,386631196.0014
2639.0000,10.0000,92147.6268,806746497.9732,386723343.6282
2640.0000,10.0000,92147.6268,806838645.6000,386815491.2550
2641.0000,10.0000,92147.6268,806930793.2268,386907638.8818
2642.0000,10.0000,92147.6268,807022940.8536,386999786.5086
2643.0000,10.0000,92147.6268,807115088.4804,387091934.1354
2644.0000,10.0000,92147.6268,807207236.1072,387184081.7622
2645.0000,10.0000,92147.6268,807299383.7340,387276229.3890
2646.0000,10.0000,92147.6268,807391531.3608,387368377.0158
2647.0000,10.0000,92147.6268,807483678.9876,387460524.6426
2648.0000,10.0000,92147.6268,807575826.6144,387552672.2694
2649.0000,10.0000,92147.6268,807667974.2412,387644819.8962
2650.0000,10.0000,92147.6268,807760121.8680,387736967.5230
2651.0000,10.0000,92147.6268,807852269.4948,387829115.1498
2652.0000,10.0000,92147.6268,807944417.1216,387921262.7766
2653.0000,10.0000,92147.6268,808036564.7484,388013410.4034
2654.0000,10.0000,92147.6268,808128712.3752,388105558.0302
2655.0000,10.0000,92147.6268,808220860.0020,388197705.6570
2656.0000,10.0000,92147.6268,808313007.6288,388289853.2838
2657.0000,10.0000,92147.6268,808405155.2556,388382000.9106
2658.0000,10.0000,92147.6268,808497302.8824,388474148.5374
2659.0000,10.0000,92147.6268,808589450.5092,388566296.1642
2660.0000,10.0000,92147.6268,808681598.1360,388658443.7910
2661.0000,10.0000,92147.6268,808773745.7628,388750591.4178
2662.0000,10.0000,92147.6268,808865893.3896,388842739.0446
2663.0000,10.0000,92147.6268,808958041.0164,388934886.6714
2664.0000,10.0000,92147.6268,809050188.6432,389027034.2982
2665.0000,10.0000,92147.6268,809142336.2700,389119181.9250
2666.0000,10.0000,92147.6268,809234483.8968,389211329.5518
2667.0000,10.0000,92147.6268,809326631.5236,389303477.1786
2668.0000,10.0000,92147.6268,809418779.1504,389395624.8054
2669.0000,10.0000,92147.6268,809510926.7772,389487772.4322
2670.0000,10.0000,92147.6268,809603074.4040,389579920.0590
2671.0000,10.0000,92147.6268,809695222.0308,389672067.6858
2672.0000,10.0000,92147.6268,809787369.6576,389764215.3126
2673.0000,10.0000,92147.6268,809879517.2844,389856362.9394
2674.0000,10.0000,92147.6268,809971664.9112,389948510.5662
2675.0000,10.0000,92147.6268,810063812.5380,390040658.1930
2676.0000,10.0000,92147.6268,810155960.1648,390132805.8198
2677.0000,10.0000,92147.6268,810248107.7916,390224953.4466
2678.0000,10.0000,92147.6268,810340255.4184,390317101.0734
2679.0000,10.0000,92147.6268,810432403.0452,390409248.7002
2680.0000,10.0000,92147.6268,810524550.6720,390501396.3270
2681.0000,10.0000,92147.6268,810616698.2988,390593543.9538
2682.0000,10.0000,92147.6268,810708845.9256,390685691.5806
2683.0000,10.0000,92147.6268,810800993.5524,390777839.2074
2684.0000,10.0000,92147.6268,810893141.1792,390869986.8342
2685.0000,10.0000,92147.6268,810985288.8060,390962134.4610
2686.0000,10.0000,92147.6268,811077436.4328,391054282.0878
2687.0000,10.0000,92147.6268,811169584.0596,391146429.7146
2688.0000,10.0000,92147.6268,811261731.6864,391238577.3414
2689.0000,10.0000,92147.6268,811353879.3132,391330724.9682
2690.0000,10.0000,92147.6268,811446026.9400,391422872.5950
2691.0000,10.0000,92147.6268,811538174.5668,391515020.2218
2692.0000,10.0000,92147.6268,811630322.1936,391607167.8486
2693.0000,10.0000,92147.6268,811722469.8204,391699315.4754
2694.0000,10.0000,92147.6268,811814617.4472,391791463.1022
2695.0000,10.0000,92147.6268,811906765.0740,391883610.7290
2696.0000,10.0000,92147.6268,811998912.7008,391975758.3558
2697.0000,10.0000,92147.6268,812091060.3276,392067905.9826
2698.0000,10.0000,92147.6268,812183207.9544,392160053.6094
2699.0000,10.0000,92147.6268,812275355.5812,392252201.2362
2700.0000,10.0000,92147.6268,812367503.2080,392344348.8630
2701.0000,10.0000,92147.6268,812459650.8348,392436496.4898
2702.0000,10.0000,92147.6268,812551798.4616,392528644.1166
2703.0000,10.0000,92147.6268,812643946.0884,392620791.7434
2704.0000,10.0000,92147.6268,812736093.7152,392712939.3702
2705.0000,10.0000,92147.6268,812828241.3420,392805086.9970
2706.0000,10.0000,92147.6268,812920388.9688,392897234.6238
2707.0000,10.0000,92147.6268,813012536.5956,392989382.2506
2708.0000,10.0000,92147.6268,813104684.2224,393081529.8774
2709.0000,10.0000,92147.6268,813196831.8492,393173677.5042
2710.0000,10.0000,92147.6268,813288979.4760,393265825.1310
2711.0000,10.0000,92147.6268,813381127.1028,393357972.7578
2712.0000,10.0000,92147.6268,813473274.7296,393450120.3846
2713.0000,10.0000,92147.6268,813565422.3564,393542268.0114
2714.0000,10.0000,92147.6268,813657569.9832,393634415.6382
2715.0000,10.0000,92147.6268,813749717.6100,393726563.2650
2716.0000,10.0000,92147.6268,813841865.2368,393818710.8918
2717.0000,10.0000,92147.6268,813934012.8636,393910858.5186
2718.0000,10.0000,92147.6268,814026160.4904,394003006.1454
2719.0000,10.0000,92147.6268,814118308.1172,394095153.7722
2720.0000,10.0000,92147.6268,814210455.7440,394187301.3990
2721.0000,10.0000,92147.6268,814302603.3708,394279449.0258
2722.0000,10.0000,92147.6268,814394750.9976,394371596.6526
2723.0000,10.0000,92147.6268,814486898.6244,394463744.2794
2724.0000,10.0000,92147.6268,814579046.2512,394555891.9062
2725.0000,10.0000,92147.6268,814671193.8780,394648039.5330
2726.0000,10.0000,92147.6268,814763341.5048,394740187.1598
2727.0000,10.0000,92147.6268,814855489.1316,394832334.7866
2728.0000,10.0000,92147.6268,814947636.7584,394924482.4134
2729.0000,10.0000,92147.6268,815039784.3852,395016630.0402
2730.0000,10.0000,92147.6268,815131932.0120,395108777.6670
2731.0000,10.0000,92147.6268,815224079.6388,395200925.2938
2732.0000,10.0000,92147.6268,815316227.2656,395293072.9206
2733.0000,10.0000,92147.6268,815408374.8924,395385220.5474
2734.0000,10.0000,92147.6268,815500522.5192,395477368.1742
2735.0000,10.0000,92147.6268,815592670.1460,395569515.8010
2736.0000,10.0000,92147.6268,815684817.7728,395661663.4278
2737.0000,10.0000,92147.6268,815776965.3996,395753811.0546
2738.0000,10.0000,92147.6268,815869113.0264,395845958.6814
2739.0000,10.0000,92147.6268,815961260.6532,395938106.3082
2740.0000,10.0000,92147.6268,816053408.2800,396030253.9350
2741.0000,10.0000,92147.6268,816145555.9068,396122401.5618
2742.0000,10.0000,92147.6268,816237703.5336,396214549.1886
2743.0000,10.0000,92147.6268,816329851.1604,396306696.8154
2744.0000,10.0000,92147.6268,816421998.7872,396398844.4422
2745.0000,10.0000,92147.6268,816514146.4140,396490992.0690
2746.0000,10.0000,92147.6268,816606294.0408,396583139.6958
2747.0000,10.0000,92147.6268,816698441.6676,396675287.3226
2748.0000,10.0000,92147.6268,816790589.2944,396767434.9494
2749.0000,10.0000,92147.6268,816882736.9212,396859582.5762
2750.0000,10.0000,92147.6268,816974884.5480,396951730.2030
2751.0000,10.0000,92147.6268,817067032.1748,397043877.8298
2752.0000,10.0000,92147.6268,817159179.8016,397136025.4566
2753.0000,10.0000,92147.6268,817251327.4284,397228173.0834
2754.0000,10.0000,92147.6268,817343475.0552,397320320.7102
2755.0000,10.0000,92147.6268,817435622.6820,397412468.3370
2756.0000,10.0000,92147.6268,817527770.3088,397504615.9638
2757.0000,10.0000,92147.6268,817619917.9356,397596763.5906
2758.0000,10.0000,92147.6268,817712065.5624,397688911.2174
2759.0000,10.0000,92147.6268,817804213.1892,397781058.8442
2760.0000,10.0000,92147.6268,817896360.8160,397873206.4710
2761.0000,10.0000,92147.6268,817988508.4428,397965354.0978
2762.0000,10.0000,92147.6268,818080656.0696,398057501.7246
2763.0000,10.0000,92147.6268,818172803.6964,398149649.3514
2764.0000,10.0000,92147.6268,818264951.3232,398241796.9782
2765.0000,10.0000,92147.6268,818357098.9500,398333944.6050
2766.0000,10.0000,92147.6268,818449246.5768,398426092.2318
2767.0000,10.0000,92147.6268,818541394.2036,398518239.8586
2768.0000,10.0000,92147.6268,818633541.8304,398610387.4854
2769.0000,10.0000,92147.6268,818725689.4572,398702535.1122
2770.0000,10.0000,92147.6268,818817837.0840,398794682.7390
2771.0000,10.0000,92147.6268,818909984.7108,398886830.3658
2772.0000,10.0000,92147.6268,819002132.3376,398978977.9926
2773.0000,10.0000,92147.6268,819094279.9644,399071125.6194
2774.0000,10.0000,92147.6268,819186427.5912,399163273.2462
2775.0000,10.0000,92147.6268,819278575.2180,399255420.8730
2776.0000,10.0000,92147.6268,819370722.8448,399347568.4998
2777.0000,10.0000,92147.6268,819462870.4716,399439716.1266
2778.0000,10.0000,92147.6268,819555018.0984,399531863.7534
2779.0000,10.0000,92147.6268,819647165.7252,399624011.3802
2780.0000,10.0000,92147.6268,819739313.3520,399716159.0070
2781.0000,10.0000,92147.6268,819831460.9788,399808306.6338
2782.0000,10.0000,92147.6268,819923608.6056,399900454.2606
2783.0000,10.0000,92147.6268,820015756.2324,399992601.8874
2784.0000,10.0000,92147.6268,820107903.8592,400084749.5142
2785.0000,10.0000,92147.6268,820200051.4860,400176897.1410
2786.0000,10.0000,92147.6268,820292199.1128,400269044.7678
2787.0000,10.0000,92147.6268,820384346.7396,400361192.3946
2788.0000,10.0000,92147.6268,820476494.3664,400453340.0214
2789.0000,10.0000,92147.6268,820568641.9932,400545487.6482
2790.0000,10.0000,92147.6268,820660789.6200,400637635.2750
2791.0000,10.0000,92147.6268,820752937.2468,400729782.9018
2792.0000,10.0000,92147.6268,820845084.8736,400821930.5286
2793.0000,10.0000,92147.6268,820937232.5004,400914078.1554
2794.0000,10.0000,92147.6268,821029380.1272,401006225.7822
2795.0000,10.0000,92147.6268,821121527.7540,401098373.4090
2796.0000,10.0000,92147.6268,821213675.3808,401190521.0358
2797.0000,10.0000,92147.6268,821305823.0076,401282668.6626
2798.0000,10.0000,92147.6268,821397970.6344,401374816.2894
2799.0000,10.0000,92147.6268,821490118.2612,401466963.9162
2800.0000,10.0000,92147.6268,821582265.8880,401559111.5430
2801.0000,10.0000,92147.6268,821674413.5148,401651259.1698
2802.0000,10.0000,92147.6268,821766561.1416,401743406.7966
2803.0000,10.0000,92147.6268,821858708.7684,401835554.4234
2804.0000,10.0000,92147.6268,821950856.3952,401927702.0502
2805.0000,10.0000,92147.6268,822043004.0220,402019849.6770
2806.0000,10.0000,92147.6268,822135151.6488,402111997.3038
2807.0000,10.0000,92147.6268,822227299.2756,402204144.9306
2808.0000,10.7900,104901.1782,822332200.4538,402309046.1088
2809.0000,10.0000,92147.6268,822424348.0806,402401193.7356
2810.0000,10.0000,92147.6268,822516495.7074,402493341.3624
2811.0000,13.4600,148004.9532,822664500.6606,402641346.3156
2812.0000,10.0000,92147.6268,822756648.2874,402733493.9424
2813.0000,10.0000,92147.6268,822848795.9142,402825641.5692
2814.0000,10.0000,92147.6268,822940943.5410,402917789.1960
2815.0000,10.0000,92147.6268,823033091.1678,403009936.8228
2816.0000,10.0000,92147.6268,823125238.7946,403102084.4496
2817.0000,10.0000,92147.6268,823217386.4214,403194232.0764
2818.0000,10.0000,92147.6268,823309534.0482,403286379.7032
2819.0000,10.0000,92147.6268,823401681.6750,403378527.3300
2820.0000,10.0000,92147.6268,823493829.3018,403470674.9568
2821.0000,10.0000,92147.6268,823585976.9286,403562822.5836
2822.0000,10.0000,92147.6268,823678124.5554,403654970.2104
2823.0000,10.0000,92147.6268,823770272.1822,403747117.8372
2824.0000,10.0000,92147.6268,823862419.8090,403839265.4640
2825.0000,10.0000,92147.6268,823954567.4358,403931413.0908
2826.0000,10.0000,92147.6268,824046715.0626,404023560.7176
2827.0000,10.0000,92147.6268,824138862.6894,404115708.3444
2828.0000,10.0000,92147.6268,824231010.3162,404207855.9712
2829.0000,10.0000,92147.6268,824323157.9430,404300003.5980
2830.0000,10.0000,92147.6268,824415305.5698,404392151.2248
2831.0000,14.2800,161242.8168,824576548.3866,404553394.0416
2832.0000,10.0000,92147.6268,824668696.0134,404645541.6684
2833.0000,10.0000,92147.6268,824760843.6402,404737689.2952
2834.0000,10.0000,92147.6268,824852991.2670,404829836.9220
2835.0000,10.0000,92147.6268,824945138.8938,404921984.5488
2836.0000,10.0000,92147.6268,825037286.5206,405014132.1756
2837.0000,10.0000,92147.6268,825129434.1474,405106279.8024
2838.0000,10.0000,92147.6268,825221581.7742,405198427.4292
2839.0000,10.0000,92147.6268,825313729.4010,405290575.0560
2840.0000,14.6500,167215.9992,825480945.4002,405457791.0552
2841.0000,10.0000,92147.6268,825573093.0270,405549938.6820
2842.0000,10.0000,92147.6268,825665240.6538,405642086.3088
2843.0000,10.0000,92147.6268,825757388.2806,405734233.9356
2844.0000,10.0000,92147.6268,825849535.9074,405826381.5624
2845.0000,10.0000,92147.6268,825941683.5342,405918529.1892
2846.0000,10.0000,92147.6268,826033831.1610,406010676.8160
2847.0000,15.5100,181099.6122,826214930.7732,406191776.4282
2848.0000,26.6400,360779.3934,826575710.1666,406552555.8216
2849.0000,10.0000,92147.6268,826667857.7934,406644703.4484
2850.0000,10.0000,92147.6268,826760005.4202,406736851.0752
2851.0000,10.0000,92147.6268,826852153.0470,406828998.7020
2852.0000,10.0000,92147.6268,826944300.6738,406921146.3288
2853.0000,10.0000,92147.6268,827036448.3006,407013293.9556
2854.0000,10.0000,92147.6268,827128595.9274,407105441.5824
2855.0000,10.0000,92147.6268,827220743.5542,407197589.2092
2856.0000,10.0000,92147.6268,827312891.1810,407289736.8360
2857.0000,18.2800,225817.7610,827538708.9420,407515554.5970
2858.0000,10.0000,92147.6268,827630856.5688,407607702.2238
2859.0000,10.0000,92147.6268,827723004.1956,407699849.8506
2860.0000,10.0000,92147.6268,827815151.8224,407791997.4774
2861.0000,12.0300,124919.4108,827940071.2332,407916916.8882
2862.0000,10.0000,92147.6268,828032218.8600,408009064.5150
2863.0000,10.0000,92147.6268,828124366.4868,408101212.1418
2864.0000,18.1300,223396.2006,828347762.6874,408324608.3424
2865.0000,10.0000,92147.6268,828439910.3142,408416755.9692
2866.0000,10.0000,92147.6268,828532057.9410,408508903.5960
2867.0000,10.0000,92147.6268,828624205.5678,408601051.2228
2868.0000,10.0000,92147.6268,828716353.1946,408693198.8496
2869.0000,10.0000,92147.6268,828808500.8214,408785346.4764
2870.0000,10.0000,92147.6268,828900648.4482,408877494.1032
2871.0000,10.0000,92147.6268,828992796.0750,408969641.7300
2872.0000,21.7200,281352.2124,829274148.2874,409250993.9424
2873.0000,15.1000,174480.6804,829448628.9678,409425474.6228
2874.0000,35.2400,499615.5228,829948244.4906,409925090.1456
2875.0000,12.1600,127018.0968,830075262.5874,410052108.2424
2876.0000,10.0000,92147.6268,830167410.2142,410144255.8692
2877.0000,10.0000,92147.6268,830259557.8410,410236403.4960
2878.0000,10.0000,92147.6268,830351705.4678,410328551.1228
2879.0000,10.0000,92147.6268,830443853.0946,410420698.7496
2880.0000,10.0000,92147.6268,830536000.7214,92147.6268
2881.0000,10.0000,92147.6268,830628148.3482,184295.2536
2882.0000,27.0200,366914.0130,830995062.3612,551209.2666
2883.0000,11.1000,109905.7362,831104968.0974,661115.0028
2884.0000,10.0000,92147.6268,831197115.7242,753262.6296
2885.0000,10.0000,92147.6268,831289263.3510,845410.2564
2886.0000,10.0000,92147.6268,831381410.9778,937557.8832
2887.0000,10.0000,92147.6268,831473558.6046,1029705.5100
2888.0000,10.0000,92147.6268,831565706.2314,1121853.1368
2889.0000,10.0000,92147.6268,831657853.8582,1214000.7636
2890.0000,19.4900,245351.6814,831903205.5396,1459352.4450
2891.0000,19.6600,248096.1162,832151301.6558,1707448.5612
2892.0000,13.6900,151718.0124,832303019.6682,1859166.5736
2893.0000,10.0000,92147.6268,832395167.2950,1951314.2004
2894.0000,16.6200,199019.1588,832594186.4538,2150333.3592
2895.0000,21.2500,273764.6568,832867951.1106,2424098.0160
2896.0000,10.0000,92147.6268,832960098.7374,2516245.6428
2897.0000,10.0000,92147.6268,833052246.3642,2608393.2696
2898.0000,12.6600,135089.9646,833187336.3288,2743483.2342
2899.0000,10.0000,92147.6268,833279483.9556,2835630.8610
2900.0000,10.0000,92147.6268,833371631.5824,2927778.4878
2901.0000,10.0000,92147.6268,833463779.2092,3019926.1146
2902.0000,13.1000,142193.2086,833605972.4178,3162119.3232
2903.0000,10.0000,92147.6268,833698120.0446,3254266.9500
2904.0000,10.0000,92147.6268,833790267.6714,3346414.5768
2905.0000,10.0000,92147.6268,833882415.2982,3438562.2036
2906.0000,10.0000,92147.6268,833974562.9250,3530709.8304
2907.0000,13.7400,152525.1996,834127088.1246,3683235.0300
2908.0000,16.9600,204508.0290,834331596.1536,3887743.0590
2909.0000,19.7400,249387.6150,834580983.7686,4137130.6740
2910.0000,36.4900,519795.1926,835100778.9612,4656925.8666
2911.0000,10.0000,92147.6268,835192926.5880,4749073.4934
2912.0000,10.0000,92147.6268,835285074.2148,4841221.1202
2913.0000,17.9200,220006.0158,835505080.2306,5061227.1360
2914.0000,16.3200,194176.0380,835699256.2686,5255403.1740
2915.0000,10.0000,92147.6268,835791403.8954,5347550.8008
2916.0000,34.0300,480081.6024,836271485.4978,5827632.4032
2917.0000,11.3400,113780.2332,836385265.7310,5941412.6364
2918.0000,36.0800,513176.2614,836898441.9924,6454588.8978
2919.0000,10.0000,92147.6268,836990589.6192,6546736.5246
2920.0000,19.8900,251809.1754,837242398.7946,6798545.7000
2921.0000,10.0000,92147.6268,837334546.4214,6890693.3268
2922.0000,10.0000,92147.6268,837426694.0482,6982840.9536
2923.0000,10.0000,92147.6268,837518841.6750,7074988.5804
2924.0000,10.0000,92147.6268,837610989.3018,7167136.2072
2925.0000,13.8500,154301.0106,837765290.3124,7321437.2178
2926.0000,30.4600,422448.4650,838187738.7774,7743885.6828
2927.0000,10.0000,92147.6268,838279886.4042,7836033.3096
2928.0000,18.1200,223234.7628,838503121.1670,8059268.0724
2929.0000,35.7900,508494.5778,839011615.7448,8567762.6502
2930.0000,10.0000,92147.6268,839103763.3716,8659910.2770
2931.0000,10.0000,92147.6268,839195910.9984,8752057.9038
2932.0000,13.3600,146390.5800,839342301.5784,8898448.4838
2933.0000,19.3700,243414.4332,839585716.0116,9141862.9170
2934.0000,29.8100,411955.0368,839997671.0484,9553817.9538
2935.0000,23.4400,309119.4384,840306790.4868,9862937.3922
2936.0000,22.1700,288616.8936,840595407.3804,10151554.2858
2937.0000,14.9700,172381.9944,840767789.3748,10323936.2802
2938.0000,10.0000,92147.6268,840859937.0016,10416083.9070
2939.0000,11.6000,117977.6046,840977914.6062,10534061.5116
2940.0000,19.5000,245513.1186,841223427.7248,10779574.6302
2941.0000,10.0000,92147.6268,841315575.3516,10871722.2570
2942.0000,20.9300,268598.6610,841584174.0126,11140320.9180
2943.0000,10.0000,92147.6268,841676321.6394,11232468.5448
2944.0000,19.8500,251163.4260,841927485.0654,11483631.9708
2945.0000,25.7500,346411.4682,842273896.5336,11830043.4390
2946.0000,10.0000,92147.6268,842366044.1604,11922191.0658
2947.0000,19.6000,247127.4924,842613171.6528,12169318.5582
2948.0000,19.2400,241315.7472,842854487.4000,12410634.3054
2949.0000,10.0000,92147.6268,842946635.0268,12502781.9322
2950.0000,18.2500,225333.4488,843171968.4756,12728115.3810
2951.0000,26.6900,361586.5806,843533555.0562,13089701.9616
2952.0000,30.2600,419219.7180,843952774.7742,13508921.6796
2953.0000,59.2100,886580.8740,844839355.6482,14395502.5536
2954.0000,14.9600,172220.5572,845011576.2054,14567723.1108
2955.0000,24.0700,319289.9922,845330866.1976,14887013.1030
2956.0000,23.7400,313962.5592,845644828.7568,15200975.6622
2957.0000,23.6600,312671.0604,845957499.8172,15513646.7226
2958.0000,42.8700,622792.2282,846580292.0454,16136438.9508
2959.0000,28.9600,398232.8610,846978524.9064,16534671.8118
2960.0000,23.8000,314931.1836,847293456.0900,16849602.9954
2961.0000,43.3500,630541.2216,847923997.3116,17480144.2170
2962.0000,10.0000,92147.6268,848016144.9384,17572291.8438
2963.0000,10.5400,100865.2446,848117010.1830,17673157.0884
2964.0000,33.6800,474431.2950,848591441.4780,18147588.3834
2965.0000,15.8800,187072.7946,848778514.2726,18334661.1780
2966.0000,14.0500,157529.7576,848936044.0302,18492190.9356
2967.0000,13.7800,153170.9490,849089214.9792,18645361.8846
2968.0000,32.3500,452960.1258,849542175.1050,19098322.0104
2969.0000,53.9700,801987.6978,850344162.8028,19900309.7082
2970.0000,10.0000,92147.6268,850436310.4296,19992457.3350
2971.0000,10.0000,92147.6268,850528458.0564,20084604.9618
2972.0000,11.3700,114264.5454,850642722.6018,20198869.5072
2973.0000,42.2000,611975.9250,851254698.5268,20810845.4322
2974.0000,10.0000,92147.6268,851346846.1536,20902993.0590
2975.0000,33.6400,473785.5456,851820631.6992,21376778.6046
2976.0000,24.2400,322034.4270,852142666.1262,21698813.0316
2977.0000,10.0000,92147.6268,852234813.7530,21790960.6584
2978.0000,38.0700,545302.2960,852780116.0490,22336262.9544
2979.0000,42.5500,617626.2330,853397742.2820,22953889.1874
2980.0000,10.0000,92147.6268,853489889.9088,23046036.8142
2981.0000,10.0000,92147.6268,853582037.5356,23138184.4410
2982.0000,12.9200,139287.3360,853721324.8716,23277471.7770
2983.0000,42.6000,618433.4196,854339758.2912,23895905.1966
2984.0000,24.6300,328330.4844,854668088.7756,24224235.6810
2985.0000,29.6300,409049.1642,855077137.9398,24633284.8452
2986.0000,26.1600,353030.4000,855430168.3398,24986315.2452
2987.0000,33.3400,468942.4248,855899110.7646,25455257.6700
2988.0000,34.6800,490575.0306,856389685.7952,25945832.7006
2989.0000,35.6800,506718.7668,856896404.5620,26452551.4674
2990.0000,33.5600,472494.0462,857368898.6082,26925045.5136
2991.0000,10.0000,92147.6268,857461046.2350,27017193.1404
2992.0000,42.1300,610845.8640,858071892.0990,27628039.0044
2993.0000,10.5200,100542.3696,858172434.4686,27728581.3740
2994.0000,28.7300,394519.8018,858566954.2704,28123101.1758
2995.0000,24.2700,322518.7392,858889473.0096,28445619.9150
2996.0000,26.7500,362555.2044,859252028.2140,28808175.1194
2997.0000,35.3300,501068.4594,859753096.6734,29309243.5788
2998.0000,41.0600,593572.0662,860346668.7396,29902815.6450
2999.0000,55.7900,831369.2970,861178038.0366,30734184.9420
3000.0000,17.6200,215162.8950,861393200.9316,30949347.8370
3001.0000,44.9700,656694.0738,862049895.0054,31606041.9108
3002.0000,26.7000,361748.0178,862411643.0232,31967789.9286
3003.0000,33.8000,476368.5432,862888011.5664,32444158.4718
3004.0000,56.4900,842669.9124,863730681.4788,33286828.3842
3005.0000,22.0500,286679.6454,864017361.1242,33573508.0296
3006.0000,15.8600,186749.9196,864204111.0438,33760257.9492
3007.0000,41.8900,606971.3670,864811082.4108,34367229.3162
3008.0000,41.5700,601805.3718,865412887.7826,34969034.6880
3009.0000,36.6900,523023.9402,865935911.7228,35492058.6282
3010.0000,40.4400,583562.9502,866519474.6730,36075621.5784
3011.0000,18.7900,234051.0660,866753525.7390,36309672.6444
3012.0000,15.9500,188202.8562,866941728.5952,36497875.5006
3013.0000,45.0000,657178.3860,867598906.9812,37155053.8866
3014.0000,25.7300,346088.5938,867944995.5750,37501142.4804
3015.0000,10.0000,92147.6268,868037143.2018,37593290.1072
3016.0000,36.2300,515597.8218,868552741.0236,38108887.9290
3017.0000,13.8100,153655.2612,868706396.2848,38262543.1902
3018.0000,10.0000,92147.6268,868798543.9116,38354690.8170
3019.0000,26.8800,364653.8904,869163197.8020,38719344.7074
3020.0000,24.0500,318967.1172,869482164.9192,39038311.8246
