Time,target_send_rate
126.0,10.0
127.0,26.094417708612053
128.0,10.0
129.0,10.0
130.0,81.44031104199705
131.0,15.9267421802959
132.0,10.0
133.0,10.0
134.0,10.0
135.0,38.57894960752676
136.0,10.0
137.0,18.680486866179358
138.0,41.40307393552156
139.0,36.474753180718594
140.0,10.0
141.0,43.31936833461575
142.0,42.7837414277796
143.0,19.003292235999815
144.0,10.0
145.0,53.77951007656452
146.0,35.40230193466245
147.0,10.0
148.0,49.379810422303876
149.0,10.0
150.0,12.355195292611015
151.0,10.0
152.0,10.0
153.0,10.0
154.0,22.141287779202138
155.0,38.24145756956922
156.0,13.375273682237697
157.0,10.0
158.0,10.0
159.0,13.460408685920473
160.0,10.0
161.0,26.740594949477803
162.0,57.255303701738036
163.0,10.0
164.0,12.999852203568722
165.0,10.0
166.0,10.0
167.0,10.0
168.0,10.0
169.0,10.0
170.0,32.269518801852186
171.0,10.0
172.0,25.402480503965542
173.0,10.0
174.0,10.0
175.0,10.0
176.0,10.0
177.0,10.0
178.0,10.584630108206447
179.0,10.0
180.0,17.369398636601304
181.0,11.37289219625766
182.0,30.288751922927748
183.0,32.122800508963316
184.0,48.78712017378744
185.0,10.0
186.0,10.0
187.0,10.0
188.0,45.056097037479816
189.0,10.0
190.0,10.0
191.0,10.0
192.0,34.63789103558294
193.0,31.637497644863195
194.0,25.894609687964667
195.0,10.0
196.0,10.0
197.0,13.987994156782609
198.0,10.0
199.0,10.0
200.0,27.056613691570615
201.0,36.32197025504757
202.0,10.0
203.0,24.867748410119024
204.0,10.0
205.0,24.130747068832036
206.0,49.89827961355491
207.0,46.57463814671185
208.0,10.0
209.0,20.074803354863263
210.0,10.0
211.0,18.630451605891345
212.0,12.844477114995994
213.0,17.460706516699176
214.0,10.0
215.0,10.0
216.0,10.0
217.0,24.504992564482208
218.0,10.0
219.0,15.740429012333767
220.0,53.456387771429206
221.0,10.0
222.0,10.0
223.0,10.0
224.0,36.28136839474973
225.0,10.673692549098755
226.0,45.40433696931942
227.0,10.0
228.0,21.5347594584117
229.0,42.69463596921847
230.0,28.364188908557775
231.0,10.0
232.0,12.91462882094537
233.0,30.71205893844884
234.0,28.13805342100158
235.0,36.0609927884836
236.0,10.0
237.0,10.0
238.0,10.0
239.0,10.0
240.0,10.0
241.0,89.92970747763988
242.0,10.0
243.0,15.228559054488787
244.0,10.0
245.0,38.98712173169382
246.0,10.0
247.0,10.0
248.0,10.0
249.0,10.0
250.0,10.0
251.0,15.217561385029267
252.0,26.932488836460408
253.0,10.0
254.0,10.0
255.0,22.869874803618774
256.0,10.0
257.0,10.0
258.0,10.0
259.0,52.93691294114701
260.0,48.99901846178307
261.0,10.0
262.0,24.447810045755197
263.0,10.0
264.0,14.25612812291828
265.0,10.0
266.0,10.0
267.0,10.0
268.0,10.0
269.0,10.0
270.0,10.0
271.0,10.0
272.0,28.842882727216477
273.0,49.342766223371356
274.0,15.237380934130247
275.0,10.0
276.0,10.0
277.0,29.364903948145233
278.0,25.984634536337442
279.0,10.0
280.0,29.32090269091418
281.0,10.0
282.0,10.0
283.0,37.49071556684606
284.0,10.0
285.0,37.19248156503858
286.0,10.0
287.0,10.0
288.0,28.499649891174478
289.0,51.378414032007946
290.0,32.110447447245775
291.0,100.5348380760339
292.0,10.0
293.0,10.0
294.0,10.0
295.0,22.234954612092217
296.0,10.0
297.0,39.68025307583348
298.0,10.0
299.0,10.0
300.0,10.0
301.0,10.0
302.0,24.244547701977986
303.0,10.0
304.0,57.866737301090126
305.0,47.67570397279564
306.0,26.928261738689898
307.0,19.40466247766532
308.0,17.954428620147198
309.0,32.18870861980521
310.0,19.499062049276027
311.0,84.77433934939036
312.0,10.0
313.0,21.484576636653365
314.0,10.0
315.0,42.5142227535099
316.0,10.0
317.0,10.0
318.0,69.81987890938484
319.0,22.785383488006516
320.0,10.0
321.0,29.76632294746551
322.0,28.239785497097316
323.0,10.0
324.0,10.0
325.0,10.0
326.0,10.0
327.0,10.0
328.0,10.0
329.0,10.0
330.0,49.71884493503632
331.0,10.0
332.0,10.0
333.0,10.0
334.0,42.68330456666852
335.0,10.0
336.0,12.064812290018912
337.0,47.3098430341047
338.0,21.536961171460682
339.0,10.0
340.0,10.0
341.0,72.62529142960861
342.0,23.295714923516243
343.0,10.0
344.0,10.0
345.0,40.361720418361
346.0,10.0
347.0,40.970131088372185
348.0,10.0
349.0,10.0
350.0,10.0
351.0,10.0
352.0,10.0
353.0,10.0
354.0,89.80943992671048
355.0,10.0
356.0,12.06822557609482
357.0,10.0
358.0,10.0
359.0,10.0
360.0,20.935174665868807
361.0,49.14818804489882
362.0,10.0
363.0,17.97604851592264
364.0,10.0
365.0,55.262188355073626
366.0,10.0
367.0,10.428862584997763
368.0,29.987255718661665
369.0,34.68729854033443
370.0,10.0
371.0,10.0
372.0,10.0
373.0,10.0
374.0,10.0
375.0,10.0
376.0,15.340098387555773
377.0,12.981414019592433
378.0,28.04938609280308
379.0,24.27869838309482
380.0,34.77930921291362
381.0,23.09077356162181
382.0,30.855371642134774
383.0,10.0
384.0,10.0
385.0,12.517476157314917
386.0,10.0
387.0,20.592963973449002
388.0,17.59671519528794
389.0,46.40307849038228
390.0,10.0
391.0,94.30328619700019
392.0,20.071089543690597
393.0,63.07152298255242
394.0,10.0
395.0,22.348900594264805
396.0,10.0
397.0,10.0
398.0,13.823867754882848
399.0,17.308928952204724
400.0,10.0
401.0,19.55136825071898
402.0,10.0
403.0,42.723591222756866
404.0,12.314009412465857
405.0,10.0
406.0,16.2715524324948
407.0,10.0
408.0,10.0
409.0,10.0
410.0,39.74183415248444
411.0,10.0
412.0,10.0
413.0,23.317940174077822
414.0,10.0
415.0,49.66099097214822
416.0,10.0
417.0,20.59440867215638
418.0,10.0
419.0,19.758139607988674
420.0,10.0
421.0,10.0
422.0,44.76818496573429
423.0,10.0
424.0,10.0
425.0,36.29685459027169
426.0,10.0
427.0,74.6649476044508
428.0,10.0
429.0,10.0
430.0,59.091176530098515
431.0,44.27969622882725
432.0,10.0
433.0,24.309850287729816
434.0,14.496674783786336
435.0,10.0
436.0,14.367014260231512
437.0,10.0
438.0,10.0
439.0,10.0
440.0,10.0
441.0,27.67899900006377
442.0,20.411264983460125
443.0,16.93658025593548
444.0,10.0
445.0,10.0
446.0,37.307815645680684
447.0,10.0
448.0,10.0
449.0,10.0
450.0,12.284721301874097
451.0,14.676064150929223
452.0,12.97166067032303
453.0,10.0
454.0,22.62022760138641
455.0,15.448604304922808
456.0,17.488246642081883
457.0,10.0
458.0,10.0
459.0,10.0
460.0,10.0
461.0,10.0
462.0,52.034478830029684
463.0,23.613824697742814
464.0,10.0
465.0,29.776825910286227
466.0,10.0
467.0,10.0
468.0,10.0
469.0,30.13703429133752
470.0,38.37324205214442
471.0,10.0
472.0,20.60061898474239
473.0,10.0
474.0,10.0
475.0,10.411669384327787
476.0,10.0
477.0,12.832865538708745
478.0,20.80657410579255
479.0,10.0
480.0,10.0
481.0,22.96815784893043
482.0,60.69521508396485
483.0,46.694689073358816
484.0,10.0
485.0,10.0
486.0,20.738749998466677
487.0,10.0
488.0,45.97162486037619
489.0,10.0
490.0,10.0
491.0,10.0
492.0,10.0
493.0,15.234313071505047
494.0,10.0
495.0,10.0
496.0,10.0
497.0,40.661533779251805
498.0,10.0
499.0,17.27409345315513
500.0,10.0
501.0,10.0
502.0,27.033768679998175
503.0,37.29613188206373
504.0,10.0
505.0,10.0
506.0,19.56756378419817
507.0,10.0
508.0,14.287101817098383
509.0,13.994168983812358
510.0,10.0
511.0,13.020720095443725
512.0,10.0
513.0,20.678402961106034
514.0,36.37218506885314
515.0,10.0
516.0,10.0
517.0,42.55075628715464
518.0,51.55506219959618
519.0,10.0
520.0,10.0
521.0,39.122159856504254
522.0,21.2682636549531
523.0,10.0
524.0,22.12291997402123
525.0,33.81487634448142
526.0,10.0
527.0,13.59213677005895
528.0,10.0
529.0,23.473659974485372
530.0,26.185088475146063
531.0,17.782519601981967
532.0,10.0
533.0,10.0
534.0,10.0
535.0,38.09367663391028
536.0,10.0
537.0,13.226250830676829
538.0,10.0
539.0,10.0
540.0,10.0
541.0,22.382970963346025
542.0,10.0
543.0,10.0
544.0,22.032049783836825
545.0,14.849530441229547
546.0,12.24923950738113
547.0,10.0
548.0,10.0
549.0,32.17240725130938
550.0,10.0
551.0,31.881706244637208
552.0,45.29285780047354
553.0,37.1459864110615
554.0,10.0
555.0,32.743803462748915
556.0,10.0
557.0,10.0
558.0,54.60571040934032
559.0,10.0
560.0,10.0
561.0,32.386954805635035
562.0,10.0
563.0,10.0
564.0,10.0
565.0,26.536393583212558
566.0,23.114896919778143
567.0,39.56500355752782
568.0,71.82531950077885
569.0,38.15065524974554
570.0,30.059998391422095
571.0,10.0
572.0,10.0
573.0,14.704472588341797
574.0,34.63835072634993
575.0,46.25304354791774
576.0,23.260987118343124
577.0,10.0
578.0,11.412856530080187
579.0,10.0
580.0,29.049050799174093
581.0,20.63896127347877
582.0,10.0
583.0,10.0
584.0,10.0
585.0,35.57267275420375
586.0,10.0
587.0,19.090387128046117
588.0,20.683735026298596
589.0,10.0
590.0,10.0
591.0,10.0
592.0,29.16308772747752
593.0,66.95176230327728
594.0,16.62485545438716
595.0,10.0
596.0,16.318182192737275
597.0,10.410539541169925
598.0,12.380352230834461
599.0,10.0
600.0,10.0
601.0,45.82559508894576
602.0,40.55773043352949
603.0,10.0
604.0,19.476805148576453
605.0,10.999528358486884
606.0,10.0
607.0,10.0
608.0,10.0
609.0,43.48130388922861
610.0,10.0
611.0,10.0
612.0,10.0
613.0,38.13938626484857
614.0,40.13803791270816
615.0,10.0
616.0,10.0
617.0,10.0
618.0,10.0
619.0,10.0
620.0,19.33614767530637
621.0,10.0
622.0,24.32610221070982
623.0,20.768837040647742
624.0,10.0
625.0,10.0
626.0,10.0
627.0,10.0
628.0,23.155060522260943
629.0,10.0
630.0,21.7480353213981
631.0,50.07209884908035
632.0,10.0
633.0,16.84863218940295
634.0,10.0
635.0,10.0
636.0,11.823262824626942
637.0,25.00705602550088
638.0,45.39088548674453
639.0,33.240529385755934
640.0,10.0
641.0,25.170729732412802
642.0,33.54331132479979
643.0,10.0
644.0,10.0
645.0,10.0
646.0,60.594811907000704
647.0,10.0
648.0,10.0
649.0,10.0
650.0,10.0
651.0,24.716268207652814
652.0,10.0
653.0,19.316729044897755
654.0,24.710619282051063
655.0,10.0
656.0,22.87522778590145
657.0,14.654894871906304
658.0,61.2231442374565
659.0,10.0
660.0,10.0
661.0,10.0
662.0,24.671790216193493
663.0,25.230076870358488
664.0,10.422466640844975
665.0,10.0
666.0,10.0
667.0,10.0
668.0,10.0
669.0,10.0
670.0,13.169108275397921
671.0,10.0
672.0,10.0
673.0,10.0
674.0,10.0
675.0,77.88984455069192
676.0,14.19098375125177
677.0,10.0
678.0,10.0
679.0,10.0
680.0,10.0
681.0,14.969351910777965
682.0,14.891210292251124
683.0,10.0
684.0,10.0
685.0,10.0
686.0,10.0
687.0,13.318259833206437
688.0,31.208765379402937
689.0,10.0
690.0,39.57772093709564
691.0,10.0
692.0,38.152203229757944
693.0,10.0
694.0,22.578432645194955
695.0,10.0
696.0,10.0
697.0,10.0
698.0,35.571297485512005
699.0,10.0
700.0,13.469377866925486
701.0,10.0
702.0,22.987381875822972
703.0,10.0
704.0,10.177824986254777
705.0,33.77242999137259
706.0,10.0
707.0,10.0
708.0,10.0
709.0,10.0
710.0,10.0
711.0,10.0
712.0,10.0
713.0,10.0
714.0,10.0
715.0,10.0
716.0,10.0
717.0,10.0
718.0,10.0
719.0,61.84719863412848
720.0,10.0
721.0,10.0
722.0,10.0
723.0,28.766443739976186
724.0,10.0
725.0,10.0
726.0,10.0
727.0,10.0
728.0,10.0
729.0,17.186739152039973
730.0,10.0
731.0,13.675244581509354
732.0,10.0
733.0,10.0
734.0,37.51787156780998
735.0,10.0
736.0,22.97376846464452
737.0,10.0
738.0,34.46174579386609
739.0,10.0
740.0,19.747515805446977
741.0,69.06395502791571
742.0,10.0
743.0,29.554159196024226
744.0,10.0
745.0,10.0
746.0,10.0
747.0,10.0
748.0,10.0
749.0,10.0
750.0,10.0
751.0,40.42620956881899
752.0,10.0
753.0,13.60990886981384
754.0,10.0
755.0,41.29548130700279
756.0,20.609320764451958
757.0,10.0
758.0,13.352004788378188
759.0,10.0
760.0,10.0
761.0,10.0
762.0,10.0
763.0,13.501145592564047
764.0,10.0
765.0,10.0
766.0,10.0
767.0,10.0
768.0,10.0
769.0,15.590410651704389
770.0,10.0
771.0,13.632007833771357
772.0,10.0
773.0,10.0
774.0,28.909122709541826
775.0,50.58462703639915
776.0,52.09359965145189
777.0,10.0
778.0,10.0
779.0,31.98175143001659
780.0,10.0
781.0,10.0
782.0,22.54787402054037
783.0,10.0
784.0,10.0
785.0,10.0
786.0,18.380868573254293
787.0,10.0
788.0,10.0
789.0,10.0
790.0,43.748014413546244
791.0,10.0
792.0,21.83083655963112
793.0,10.0
794.0,10.0
795.0,10.0
796.0,33.121501420172564
797.0,10.0
798.0,10.0
799.0,10.0
800.0,10.0
801.0,36.03559948120491
802.0,10.0
803.0,10.0
804.0,20.65922193395943
805.0,35.54182967469165
806.0,10.0
807.0,10.0
808.0,10.0
809.0,24.314255372596985
810.0,19.756137015823263
811.0,10.0
812.0,10.0
813.0,10.0
814.0,34.573127671822306
815.0,10.0
816.0,10.0
817.0,10.0
818.0,10.0
819.0,10.0
820.0,43.308213446118806
821.0,10.0
822.0,10.0
823.0,10.0
824.0,10.0
825.0,10.0
826.0,10.0
827.0,10.0
828.0,30.41957435154667
829.0,18.09143495912236
830.0,10.0
831.0,29.29277380977158
832.0,10.0
833.0,10.0
834.0,21.72491382290459
835.0,10.0
836.0,10.0
837.0,10.0
838.0,10.0
839.0,54.631114885617684
840.0,10.0
841.0,10.0
842.0,10.0
843.0,10.0
844.0,10.0
845.0,10.0
846.0,65.62670221132153
847.0,26.736901117983557
848.0,37.32872474402248
849.0,10.0
850.0,10.0
851.0,26.091715998903915
852.0,10.0
853.0,10.0
854.0,10.0
855.0,32.17917775019353
856.0,10.0
857.0,10.0
858.0,21.416770852236038
859.0,32.29837090142438
860.0,10.0
861.0,10.0
862.0,10.0
863.0,10.0
864.0,37.98746831726936
865.0,10.0
866.0,10.0
867.0,10.0
868.0,15.753850441000662
869.0,12.887503116675276
870.0,10.0
871.0,10.0
872.0,10.0
873.0,10.0
874.0,10.0
875.0,10.0
876.0,19.714083376510164
877.0,19.377581430170487
878.0,10.0
879.0,10.0
880.0,10.0
881.0,10.0
882.0,10.0
883.0,10.0
884.0,27.332217410256035
885.0,10.0
886.0,10.0
887.0,10.0
888.0,10.0
889.0,10.0
890.0,10.0
891.0,27.617852466868026
892.0,10.0
893.0,10.0
894.0,27.57645129677601
895.0,10.0
896.0,10.0
897.0,10.0
898.0,10.0
899.0,10.0
900.0,10.0
901.0,10.0
902.0,43.353605628002036
903.0,10.0
904.0,10.0
905.0,10.0
906.0,10.0
907.0,10.0
908.0,10.0
909.0,54.25538865250556
910.0,10.0
911.0,17.18819382486891
912.0,21.83483137776934
913.0,10.0
914.0,10.0
915.0,10.0
916.0,10.0
917.0,10.0
918.0,10.0
919.0,19.120031741279504
920.0,10.0
921.0,10.0
922.0,19.921541694547862
923.0,19.304384606294356
924.0,20.6075946896957
925.0,10.0
926.0,10.0
927.0,10.0
928.0,13.171847994592689
929.0,24.26681689349144
930.0,10.0
931.0,10.0
932.0,10.0
933.0,10.0
934.0,10.0
935.0,10.0
936.0,10.0
937.0,10.0
938.0,10.0
939.0,10.0
940.0,10.0
941.0,10.0
942.0,10.0
943.0,10.0
944.0,10.0
945.0,10.0
946.0,10.0
947.0,10.0
948.0,25.929234335356046
949.0,10.0
950.0,84.41547857022127
951.0,19.3988271854018
952.0,10.0
953.0,10.0
954.0,10.0
955.0,10.0
956.0,10.562495692637711
957.0,52.435499615818784
958.0,10.0
959.0,43.99464952826518
960.0,10.0
961.0,10.0
962.0,33.56375003349662
963.0,10.0
964.0,10.0
965.0,31.377604985581
966.0,27.51035989783982
967.0,10.0
968.0,10.0
969.0,29.96385663346335
970.0,10.0
971.0,10.0
972.0,10.0
973.0,18.33280297410392
974.0,10.0
975.0,25.58127250936935
976.0,10.0
977.0,10.0
978.0,10.0
979.0,10.0
980.0,10.0
981.0,14.724104749436062
982.0,10.0
983.0,17.525045188094694
984.0,10.0
985.0,25.2161257380049
986.0,10.0
987.0,10.0
988.0,10.0
989.0,28.06855942627029
990.0,10.0
991.0,10.0
992.0,28.48374471827271
993.0,10.0
994.0,21.432383111525162
995.0,10.0
996.0,10.0
997.0,10.0
998.0,10.0
999.0,20.695457921229426
1000.0,10.0
1001.0,10.0
1002.0,10.0
1003.0,27.807319270528616
1004.0,10.0
1005.0,14.660833852282094
1006.0,48.004966130026716
1007.0,10.0
1008.0,10.0
1009.0,10.0
1010.0,10.0
1011.0,17.816379977937913
1012.0,10.0
1013.0,10.0
1014.0,10.0
1015.0,10.0
1016.0,10.0
1017.0,10.0
1018.0,52.89689376431906
1019.0,10.0
1020.0,10.0
1021.0,10.0
1022.0,10.0
1023.0,10.0
1024.0,10.0
1025.0,19.787904505669836
1026.0,10.0
1027.0,12.094952490022518
1028.0,10.0
1029.0,10.0
1030.0,56.64848918823863
1031.0,10.0
1032.0,10.0
1033.0,10.0
1034.0,10.0
1035.0,10.0
1036.0,10.0
1037.0,10.0
1038.0,10.0
1039.0,10.0
1040.0,10.0
1041.0,10.0
1042.0,10.0
1043.0,32.4404541903225
1044.0,10.0
1045.0,10.0
1046.0,10.0
1047.0,10.0
1048.0,10.0
1049.0,10.0
1050.0,10.0
1051.0,10.0
1052.0,10.0
1053.0,10.0
1054.0,10.0
1055.0,10.0
1056.0,10.0
1057.0,10.0
1058.0,10.0
1059.0,10.0
1060.0,19.893290174818308
1061.0,10.0
1062.0,10.0
1063.0,10.0
1064.0,10.0
1065.0,10.0
1066.0,10.0
1067.0,10.0
1068.0,28.252196260180114
1069.0,10.0
1070.0,10.0
1071.0,10.0
1072.0,10.0
1073.0,10.0
1074.0,10.0
1075.0,10.0
1076.0,10.0
1077.0,10.0
1078.0,10.0
1079.0,10.0
1080.0,10.0
1081.0,10.0
1082.0,10.0
1083.0,10.0
1084.0,10.0
1085.0,10.0
1086.0,10.0
1087.0,10.0
1088.0,20.541388228203434
1089.0,10.0
1090.0,18.345110660654953
1091.0,10.0
1092.0,10.0
1093.0,10.0
1094.0,10.0
1095.0,37.27759102295834
1096.0,12.285683652697047
1097.0,10.0
1098.0,10.0
1099.0,30.348584265200742
1100.0,19.844280218947098
1101.0,10.0
1102.0,34.478120518548074
1103.0,10.0
1104.0,17.89551870165467
1105.0,10.0
1106.0,10.0
1107.0,10.0
1108.0,10.0
1109.0,22.097601851638224
1110.0,10.0
1111.0,10.0
1112.0,11.072133269698654
1113.0,17.94612031699085
1114.0,10.0
1115.0,24.56369088358025
1116.0,10.0
1117.0,10.0
1118.0,10.0
1119.0,10.0
1120.0,13.53410955066169
1121.0,10.0
1122.0,10.0
1123.0,42.46116874594814
1124.0,10.0
1125.0,10.0
1126.0,57.576979598733644
1127.0,10.0
1128.0,10.0
1129.0,44.61156148664827
1130.0,16.95686761429696
1131.0,10.0
1132.0,10.0
1133.0,10.0
1134.0,41.94294668080521
1135.0,10.0
1136.0,10.0
1137.0,10.0
1138.0,10.0
1139.0,10.0
1140.0,10.0
1141.0,10.0
1142.0,10.0
1143.0,10.0
1144.0,18.482723605383843
1145.0,10.0
1146.0,10.0
1147.0,25.811857503264743
1148.0,10.0
1149.0,10.0
1150.0,10.0
1151.0,33.46223773356386
1152.0,10.0
1153.0,10.0
1154.0,27.4464485594878
1155.0,10.0
1156.0,25.82049593884605
1157.0,23.74895072733667
1158.0,10.0
1159.0,10.0
1160.0,53.594393254621444
1161.0,17.907903177989112
1162.0,10.0
1163.0,10.0
1164.0,10.0
1165.0,10.0
1166.0,10.0
1167.0,10.0
1168.0,10.0
1169.0,10.0
1170.0,21.207825993321165
1171.0,10.0
1172.0,10.0
1173.0,51.88532836636211
1174.0,12.102427980812978
1175.0,52.62288091897018
1176.0,11.35860190780643
1177.0,10.0
1178.0,10.0
1179.0,19.78684859058751
1180.0,28.609833750995598
1181.0,10.0
1182.0,10.0
1183.0,10.0
1184.0,10.0
1185.0,18.656228964449177
1186.0,10.0
1187.0,10.0
1188.0,34.98355025625381
1189.0,29.685143961307833
1190.0,10.0
1191.0,10.0
1192.0,11.026250783434293
1193.0,19.582125701161026
1194.0,10.0
1195.0,10.0
1196.0,10.0
1197.0,10.0
1198.0,17.856412441768292
1199.0,10.0
1200.0,26.303758814619215
1201.0,10.0
1202.0,10.0
1203.0,10.0
1204.0,10.0
1205.0,10.0
1206.0,10.0
1207.0,10.0
1208.0,10.0
1209.0,10.0
1210.0,10.460352403604396
1211.0,10.0
1212.0,10.0
1213.0,11.136668272361797
1214.0,10.0
1215.0,10.0
1216.0,10.0
1217.0,10.0
1218.0,10.0
1219.0,39.67768959147649
1220.0,10.0
1221.0,20.805247203974467
1222.0,10.0
1223.0,32.36928731670247
1224.0,51.892359929396235
1225.0,40.272508515518936
1226.0,10.0
1227.0,25.613523312917224
1228.0,10.430362914530093
1229.0,17.87545972852918
1230.0,10.0
1231.0,10.0
1232.0,10.0
1233.0,10.0
1234.0,10.0
1235.0,10.0
1236.0,10.0
1237.0,10.0
1238.0,10.0
1239.0,14.20033450089522
1240.0,38.5137629324008
1241.0,10.0
1242.0,10.0
1243.0,10.0
1244.0,34.11888977933834
1245.0,10.0
1246.0,10.0
1247.0,22.291307285493108
1248.0,10.0
1249.0,10.0
1250.0,10.0
1251.0,10.0
1252.0,10.0
1253.0,10.0
1254.0,10.0
1255.0,10.0
1256.0,10.0
1257.0,65.68762738979295
1258.0,26.857046474431645
1259.0,10.0
1260.0,10.0
1261.0,10.0
1262.0,10.0
1263.0,10.0
1264.0,10.0
1265.0,10.0
1266.0,10.0
1267.0,10.0
1268.0,13.714648436436036
1269.0,10.0
1270.0,10.0
1271.0,12.884044970595083
1272.0,10.0
1273.0,29.818150808082127
1274.0,10.0
1275.0,10.0
1276.0,10.0
1277.0,30.64498718393951
1278.0,10.0
1279.0,10.0
1280.0,10.0
1281.0,10.0
1282.0,10.0
1283.0,10.0
1284.0,10.0
1285.0,10.0
1286.0,10.0
1287.0,10.0
1288.0,26.742088360774456
1289.0,10.0
1290.0,10.0
1291.0,10.0
1292.0,10.0
1293.0,10.0
1294.0,10.0
1295.0,10.0
1296.0,10.0
1297.0,10.0
1298.0,10.0
1299.0,10.0
1300.0,10.0
1301.0,30.72377562164969
1302.0,10.0
1303.0,20.59770679782985
1304.0,10.0
1305.0,10.0
1306.0,10.0
1307.0,19.371758041180577
1308.0,18.801341868987134
1309.0,10.0
1310.0,46.52969603944539
1311.0,10.0
1312.0,10.0
1313.0,10.0
1314.0,10.0
1315.0,21.931666453685864
1316.0,10.0
1317.0,10.0
1318.0,14.830121162475447
1319.0,10.0
1320.0,10.0
1321.0,10.0
1322.0,19.870305005341574
1323.0,26.07576943102625
1324.0,10.0
1325.0,10.0
1326.0,17.79136081359705
1327.0,23.8139713147684
1328.0,10.0
1329.0,10.0
1330.0,10.0
1331.0,10.0
1332.0,10.0
1333.0,64.75855765816593
1334.0,10.0
1335.0,10.0
1336.0,10.0
1337.0,10.0
1338.0,10.0
1339.0,69.67219897546909
1340.0,10.0
1341.0,32.54812705147994
1342.0,10.0
1343.0,10.0
1344.0,10.0
1345.0,41.07532832776448
1346.0,46.32554458398235
1347.0,10.0
1348.0,10.0
1349.0,10.0
1350.0,23.065606107859672
1351.0,10.0
1352.0,10.0
1353.0,10.0
1354.0,10.0
1355.0,10.0
1356.0,27.6982774661294
1357.0,10.0
1358.0,10.0
1359.0,16.23329391364362
1360.0,10.0
1361.0,10.0
1362.0,10.0
1363.0,27.13967699333118
1364.0,10.0
1365.0,10.0
1366.0,10.0
1367.0,17.28916237464418
1368.0,10.0
1369.0,10.0
1370.0,10.0
1371.0,13.132328638455881
1372.0,10.0
1373.0,13.344203623507859
1374.0,10.0
1375.0,10.0
1376.0,10.0
1377.0,10.0
1378.0,35.47420373954852
1379.0,10.0
1380.0,10.0
1381.0,10.251655623075216
1382.0,10.0
1383.0,23.350674145683072
1384.0,18.80178519213684
1385.0,10.0
1386.0,10.0
1387.0,10.0
1388.0,10.0
1389.0,10.0
1390.0,10.0
1391.0,10.0
1392.0,10.71275658157543
1393.0,10.0
1394.0,63.25144844852216
1395.0,21.917888632058183
1396.0,10.0
1397.0,10.0
1398.0,10.0
1399.0,29.100870844168856
1400.0,10.0
1401.0,10.0
1402.0,10.0
1403.0,28.418496274623603
1404.0,10.0
1405.0,10.0
1406.0,10.0
1407.0,15.51172367349429
1408.0,10.0
1409.0,10.0
1410.0,33.34228588929077
1411.0,10.0
1412.0,10.0
1413.0,20.04934056259811
1414.0,10.0
1415.0,10.0
1416.0,19.893164427658668
1417.0,10.0
1418.0,10.0
1419.0,36.03412912392853
1420.0,10.0
1421.0,10.0
1422.0,17.771784926839185
1423.0,10.0
1424.0,10.0
1425.0,13.650928446639426
1426.0,49.70951573599435
1427.0,50.49588537018199
1428.0,38.75717534254296
