Time,target_send_rate,total_size_bytes
2709.0000,10.0000,1234489900.4592
2710.0000,10.0000,1234582048.0860
2711.0000,10.0000,1234674195.7128
2712.0000,10.0000,1234766343.3396
2713.0000,10.0000,1234858490.9664
2714.0000,10.0000,1234950638.5932
2715.0000,10.0000,1235042786.2200
2716.0000,10.0000,1235134933.8468
2717.0000,10.0000,1235227081.4736
2718.0000,10.0000,1235319229.1004
2719.0000,10.0000,1235411376.7272
2720.0000,10.0000,1235503524.3540
2721.0000,10.0000,1235595671.9808
2722.0000,10.0000,1235687819.6076
2723.0000,10.0000,1235779967.2344
2724.0000,10.0000,1235872114.8612
2725.0000,10.0000,1235964262.4880
2726.0000,10.0000,1236056410.1148
2727.0000,10.0000,1236148557.7416
2728.0000,10.0000,1236240705.3684
2729.0000,10.0000,1236332852.9952
2730.0000,10.0000,1236425000.6220
2731.0000,10.0000,1236517148.2488
2732.0000,10.0000,1236609295.8756
2733.0000,10.0000,1236701443.5024
2734.0000,10.0000,1236793591.1292
2735.0000,10.0000,1236885738.7560
2736.0000,10.0000,1236977886.3828
2737.0000,10.0000,1237070034.0096
2738.0000,10.0000,1237162181.6364
2739.0000,10.0000,1237254329.2632
2740.0000,10.0000,1237346476.8900
2741.0000,10.0000,1237438624.5168
2742.0000,10.0000,1237530772.1436
2743.0000,10.0000,1237622919.7704
2744.0000,10.0000,1237715067.3972
2745.0000,10.0000,1237807215.0240
2746.0000,10.0000,1237899362.6508
2747.0000,10.0000,1237991510.2776
2748.0000,10.0000,1238083657.9044
2749.0000,10.0000,1238175805.5312
2750.0000,10.0000,1238267953.1580
2751.0000,10.0000,1238360100.7848
2752.0000,10.0000,1238452248.4116
2753.0000,10.0000,1238544396.0384
2754.0000,10.0000,1238636543.6652
2755.0000,10.0000,1238728691.2920
2756.0000,10.0000,1238820838.9188
2757.0000,10.0000,1238912986.5456
2758.0000,10.0000,1239005134.1724
2759.0000,10.0000,1239097281.7992
2760.0000,10.0000,1239189429.4260
2761.0000,10.0000,1239281577.0528
2762.0000,10.0000,1239373724.6796
2763.0000,10.0000,1239465872.3064
2764.0000,10.0000,1239558019.9332
2765.0000,10.0000,1239650167.5600
2766.0000,10.0000,1239742315.1868
2767.0000,10.0000,1239834462.8136
2768.0000,10.0000,1239926610.4404
2769.0000,10.0000,1240018758.0672
2770.0000,10.0000,1240110905.6940
2771.0000,10.0000,1240203053.3208
2772.0000,10.0000,1240295200.9476
2773.0000,10.0000,1240387348.5744
2774.0000,10.0000,1240479496.2012
2775.0000,10.0000,1240571643.8280
2776.0000,10.0000,1240663791.4548
2777.0000,10.0000,1240755939.0816
2778.0000,10.0000,1240848086.7084
2779.0000,10.0000,1240940234.3352
2780.0000,10.0000,1241032381.9620
2781.0000,10.0000,1241124529.5888
2782.0000,10.0000,1241216677.2156
2783.0000,10.0000,1241308824.8424
2784.0000,10.0000,1241400972.4692
2785.0000,10.0000,1241493120.0960
2786.0000,10.0000,1241585267.7228
2787.0000,10.0000,1241677415.3496
2788.0000,10.0000,1241769562.9764
2789.0000,10.0000,1241861710.6032
2790.0000,10.0000,1241953858.2300
2791.0000,10.0000,1242046005.8568
2792.0000,10.0000,1242138153.4836
2793.0000,10.0000,1242230301.1104
2794.0000,10.0000,1242322448.7372
2795.0000,10.0000,1242414596.3640
2796.0000,10.0000,1242506743.9908
2797.0000,10.0000,1242598891.6176
2798.0000,10.0000,1242691039.2444
2799.0000,10.0000,1242783186.8712
2800.0000,10.0000,1242875334.4980
2801.0000,10.0000,1242967482.1248
2802.0000,10.0000,1243059629.7516
2803.0000,10.0000,1243151777.3784
2804.0000,10.0000,1243243925.0052
2805.0000,10.0000,1243336072.6320
2806.0000,10.0000,1243428220.2588
2807.0000,10.0000,1243520367.8856
2808.0000,10.0000,1243612515.5124
2809.0000,10.0000,1243704663.1392
2810.0000,10.0000,1243796810.7660
2811.0000,10.0000,1243888958.3928
2812.0000,10.0000,1243981106.0196
2813.0000,10.0000,1244073253.6464
2814.0000,10.0000,1244165401.2732
2815.0000,10.0000,1244257548.9000
2816.0000,10.0000,1244349696.5268
2817.0000,10.0000,1244441844.1536
2818.0000,10.0000,1244533991.7804
2819.0000,10.0000,1244626139.4072
2820.0000,10.0000,1244718287.0340
2821.0000,10.0000,1244810434.6608
2822.0000,10.0000,1244902582.2876
2823.0000,10.0000,1244994729.9144
2824.0000,10.0000,1245086877.5412
2825.0000,10.0000,1245179025.1680
2826.0000,10.0000,1245271172.7948
2827.0000,10.0000,1245363320.4216
2828.0000,10.0000,1245455468.0484
2829.0000,10.0000,1245547615.6752
2830.0000,10.0000,1245639763.3020
2831.0000,10.0000,1245731910.9288
2832.0000,10.0000,1245824058.5556
2833.0000,10.0000,1245916206.1824
2834.0000,10.0000,1246008353.8092
2835.0000,10.0000,1246100501.4360
2836.0000,10.0000,1246192649.0628
2837.0000,10.0000,1246284796.6896
2838.0000,10.0000,1246376944.3164
2839.0000,10.0000,1246469091.9432
2840.0000,10.0000,1246561239.5700
2841.0000,10.0000,1246653387.1968
2842.0000,10.0000,1246745534.8236
2843.0000,10.0000,1246837682.4504
2844.0000,10.0000,1246929830.0772
2845.0000,10.0000,1247021977.7040
2846.0000,10.0000,1247114125.3308
2847.0000,10.0000,1247206272.9576
2848.0000,10.0000,1247298420.5844
2849.0000,10.0000,1247390568.2112
2850.0000,10.0000,1247482715.8380
2851.0000,10.0000,1247574863.4648
2852.0000,10.0000,1247667011.0916
2853.0000,10.0000,1247759158.7184
2854.0000,10.0000,1247851306.3452
2855.0000,10.0000,1247943453.9720
2856.0000,10.0000,1248035601.5988
2857.0000,10.0000,1248127749.2256
2858.0000,10.0000,1248219896.8524
2859.0000,10.0000,1248312044.4792
2860.0000,10.0000,1248404192.1060
2861.0000,10.0000,1248496339.7328
2862.0000,10.0000,1248588487.3596
2863.0000,10.0000,1248680634.9864
2864.0000,10.0000,1248772782.6132
2865.0000,10.0000,1248864930.2400
2866.0000,10.0000,1248957077.8668
2867.0000,10.0000,1249049225.4936
2868.0000,10.0000,1249141373.1204
2869.0000,10.0000,1249233520.7472
2870.0000,13.1900,1249377166.8918
2871.0000,10.0000,1249469314.5186
2872.0000,10.0000,1249561462.1454
2873.0000,10.0000,1249653609.7722
2874.0000,10.0000,1249745757.3990
2875.0000,10.0000,1249837905.0258
2876.0000,10.0000,1249930052.6526
2877.0000,10.0000,1250022200.2794
2878.0000,10.0000,1250114347.9062
2879.0000,10.0000,1250206495.5330
2880.0000,10.0000,1250298643.1598
2881.0000,10.0000,1250390790.7866
2882.0000,10.0000,1250482938.4134
2883.0000,10.0000,1250575086.0402
2884.0000,10.0000,1250667233.6670
2885.0000,10.0000,1250759381.2938
2886.0000,10.0000,1250851528.9206
2887.0000,10.0000,1250943676.5474
2888.0000,10.0000,1251035824.1742
2889.0000,10.0000,1251127971.8010
2890.0000,10.0000,1251220119.4278
2891.0000,10.0000,1251312267.0546
2892.0000,11.4600,1251427984.5360
2893.0000,10.0000,1251520132.1628
2894.0000,10.0000,1251612279.7896
2895.0000,10.0000,1251704427.4164
2896.0000,11.4800,1251820467.7728
2897.0000,10.8800,1251926821.8876
2898.0000,10.0000,1252018969.5144
2899.0000,10.0000,1252111117.1412
2900.0000,11.8800,1252233614.9916
2901.0000,10.0000,1252325762.6184
2902.0000,10.0000,1252417910.2452
2903.0000,10.0000,1252510057.8720
2904.0000,18.5000,1252739427.2544
2905.0000,15.2500,1252916329.4952
2906.0000,16.3600,1253111151.2826
2907.0000,12.7700,1253248017.0582
2908.0000,10.2800,1253344684.9314
2909.0000,13.5000,1253493335.6340
2910.0000,10.0000,1253585483.2608
2911.0000,10.0000,1253677630.8876
2912.0000,19.0200,1253915395.0128
2913.0000,10.0000,1254007542.6396
2914.0000,10.0000,1254099690.2664
2915.0000,18.2000,1254324216.5280
2916.0000,10.0000,1254416364.1548
2917.0000,10.0000,1254508511.7816
2918.0000,13.9400,1254664265.7282
2919.0000,26.6300,1255024883.6844
2920.0000,12.5900,1255158843.5874
2921.0000,14.9800,1255331387.0196
2922.0000,10.6100,1255433382.3252
2923.0000,22.4500,1255726519.4652
2924.0000,18.4400,1255954920.2238
2925.0000,10.6700,1256057884.1538
2926.0000,17.9700,1256278697.3562
2927.0000,10.0000,1256370844.9830
2928.0000,24.0800,1256690296.4124
2929.0000,18.1200,1256913531.1752
2930.0000,24.9800,1257247511.9670
2931.0000,15.0200,1257420701.1486
2932.0000,10.0000,1257512848.7754
2933.0000,18.2900,1257738827.9736
2934.0000,26.3000,1258094118.4968
2935.0000,23.0200,1258396457.5662
2936.0000,28.5500,1258788071.4954
2937.0000,17.6400,1259003557.2654
2938.0000,15.1500,1259178845.1324
2939.0000,10.0000,1259270992.7592
2940.0000,15.7800,1259456451.1800
2941.0000,30.8000,1259884388.5152
2942.0000,24.0600,1260203517.0696
2943.0000,26.9400,1260569139.5838
2944.0000,24.8900,1260901667.4396
2945.0000,30.1400,1261318949.9088
2946.0000,28.1300,1261703783.4690
2947.0000,21.4400,1261980615.4356
2948.0000,33.2500,1262448104.9238
2949.0000,24.5000,1262774336.7222
2950.0000,27.9700,1263156587.2848
2951.0000,26.1700,1263509779.1226
2952.0000,31.2300,1263944658.2640
2953.0000,25.2200,1264282513.5522
2954.0000,33.6400,1264756299.0978
2955.0000,30.8300,1265184720.7452
2956.0000,29.8300,1265596998.6564
2957.0000,26.4500,1265954710.7400
2958.0000,26.5300,1266313714.3224
2959.0000,27.6200,1266690314.5770
2960.0000,28.5900,1267082574.2556
2961.0000,22.2000,1267371675.4614
2962.0000,19.8200,1267622354.5758
2963.0000,26.8800,1267987008.4662
2964.0000,40.5400,1268572185.7896
2965.0000,18.0800,1268794774.8030
2966.0000,28.7800,1269190101.7914
2967.0000,22.3800,1269482108.8698
2968.0000,30.0400,1269897776.9658
2969.0000,33.1100,1270363006.3308
2970.0000,32.7600,1270822585.3884
2971.0000,41.5300,1271423745.0108
2972.0000,24.7900,1271754658.4928
2973.0000,36.3300,1272271870.6878
2974.0000,35.9500,1272782948.2632
2975.0000,24.5400,1273109825.8110
2976.0000,37.5400,1273646571.9264
2977.0000,39.2200,1274210439.5184
2978.0000,31.7100,1274653067.6532
2979.0000,38.5500,1275206118.9420
2980.0000,34.2800,1275690236.4786
2981.0000,32.4100,1276144165.2288
2982.0000,42.1400,1276755172.5300
2983.0000,26.6500,1277116113.3606
2984.0000,35.2700,1277616213.1956
2985.0000,32.3300,1278068850.4470
2986.0000,30.4800,1278491621.7864
2987.0000,36.6800,1279014484.2888
2988.0000,36.1300,1279528467.7368
2989.0000,48.8700,1280248122.3810
2990.0000,35.6000,1280753549.6490
2991.0000,48.3500,1281464809.5504
2992.0000,43.7900,1282102454.0160
2993.0000,35.2100,1282601585.2266
2994.0000,37.3300,1283134941.1578
2995.0000,37.7500,1283675077.4580
2996.0000,42.5200,1284292219.3788
2997.0000,44.6200,1284943263.1452
2998.0000,43.1900,1285571221.3692
2999.0000,39.0100,1286131698.7770
3000.0000,33.3400,1286600641.2018
3001.0000,34.3200,1287085404.4878
3002.0000,39.3700,1287651693.6402
3003.0000,30.7200,1288078339.4766
3004.0000,28.5500,1288469953.4058
3005.0000,49.5600,1289200747.2276
3006.0000,40.9000,1289791736.2962
3007.0000,48.1200,1290499283.1384
3008.0000,36.4200,1291017948.2700
3009.0000,44.3500,1291664633.2278
3010.0000,42.0400,1292274026.1552
3011.0000,40.7500,1292862593.6634
3012.0000,45.3300,1293525099.4824
3013.0000,48.6100,1294240556.7552
3014.0000,32.7500,1294699974.3756
3015.0000,38.3200,1295249312.6052
3016.0000,45.6200,1295916500.1078
3017.0000,51.2700,1296674899.7184
3018.0000,45.7300,1297343863.0314
3019.0000,46.6700,1298028001.4562
3020.0000,41.9100,1298635295.6982
3021.0000,35.8300,1299144436.0254
3022.0000,50.9200,1299897185.3286
3023.0000,41.6400,1300500120.7620
3024.0000,48.8300,1301219129.6568
3025.0000,43.5900,1301853545.3748
3026.0000,56.2600,1302692502.2280
3027.0000,39.8000,1303265733.1872
3028.0000,44.6800,1303917745.5774
3029.0000,51.0500,1304672593.5660
3030.0000,48.7900,1305390956.7114
3031.0000,53.2500,1306181320.9194
3032.0000,48.1700,1306889674.9482
3033.0000,55.9000,1307722820.0562
3034.0000,57.0400,1308574369.0236
3035.0000,58.3900,1309447712.0346
3036.0000,57.1500,1310301036.8130
3037.0000,46.3400,1310979847.8054
3038.0000,57.8700,1311844796.0736
3039.0000,53.9200,1312645976.5848
3040.0000,59.8200,1313542405.1382
3041.0000,52.7600,1314324858.9156
3042.0000,61.8900,1315254705.0024
3043.0000,53.3500,1316046683.5836
3044.0000,55.4900,1316873209.7598
3045.0000,51.0000,1317627250.5618
3046.0000,50.3700,1318371120.8100
3047.0000,55.5100,1319197969.8612
3048.0000,65.7900,1320190776.5184
3049.0000,50.5300,1320937229.7642
3050.0000,69.9700,1321997517.2376
3051.0000,57.9500,1322863757.0046
3052.0000,54.0500,1323667036.2012
3053.0000,53.8100,1324466440.9014
3054.0000,48.7400,1325183996.8602
3055.0000,51.8700,1325952082.7124
3056.0000,64.0800,1326917283.5808
3057.0000,59.1100,1327802250.0816
3058.0000,58.8200,1328682534.8988
3059.0000,58.9700,1329565241.2764
3060.0000,59.8200,1330461669.8298
3061.0000,53.2800,1331252518.3494
3062.0000,64.4300,1332223369.5252
3063.0000,67.5800,1333245073.4694
3064.0000,48.6500,1333961176.4916
3065.0000,59.0400,1334845012.9308
3066.0000,55.7000,1335674929.2918
3067.0000,62.8800,1336620757.6770
3068.0000,57.8600,1337485544.5074
3069.0000,67.4800,1338505634.0784
3070.0000,67.0800,1339519266.1548
3071.0000,56.3200,1340359191.6318
3072.0000,62.1100,1341292589.3406
3073.0000,58.6200,1342169645.4108
3074.0000,69.6700,1343225089.7634
3075.0000,57.7100,1344087455.0334
3076.0000,65.8400,1345081068.8772
3077.0000,61.2700,1346000905.8474
3078.0000,60.7800,1346912832.3870
3079.0000,64.0800,1347878033.2554
3080.0000,63.6900,1348836938.0670
3081.0000,56.0800,1349672989.0476
3082.0000,60.4300,1350579265.2798
3083.0000,66.3900,1351581758.1786
3084.0000,65.0900,1352563264.2204
3085.0000,59.5600,1353455495.4024
3086.0000,69.7300,1354511908.3788
3087.0000,63.4000,1355466131.5068
3088.0000,67.4100,1356485091.0162
3089.0000,69.2700,1357534077.8742
3090.0000,59.9100,1358431959.3636
3091.0000,64.3400,1359401357.6034
3092.0000,68.3400,1360435330.7868
3093.0000,65.3200,1361420549.8878
3094.0000,62.1200,1362354109.0338
3095.0000,62.4900,1363293641.3622
3096.0000,75.4100,1364441750.7594
3097.0000,61.8500,1365370951.0968
3098.0000,69.1500,1366418000.7066
3099.0000,62.7700,1367362053.2808
3100.0000,78.2200,1368555526.5756
3101.0000,74.5900,1369690398.1092
3102.0000,74.7000,1370827045.4538
3103.0000,70.9500,1371903153.7884
3104.0000,73.1300,1373014455.4674
3105.0000,72.7600,1374119783.9640
3106.0000,75.7300,1375273059.3564
3107.0000,76.9900,1376446675.8564
3108.0000,64.1300,1377412683.9114
3109.0000,62.8200,1378357543.6722
3110.0000,72.4100,1379457221.8614
3111.0000,65.7300,1380449059.8942
3112.0000,71.1300,1381528074.1014
3113.0000,73.1800,1382640182.9670
3114.0000,61.5600,1383564701.6208
3115.0000,68.9800,1384609006.7952
3116.0000,83.5500,1385888526.2028
3117.0000,69.7400,1386945100.6170
3118.0000,68.2400,1387977459.4272
3119.0000,84.2300,1389267956.5758
3120.0000,84.3900,1390561036.7220
3121.0000,71.5900,1391647477.0476
3122.0000,81.4900,1392893740.3596
3123.0000,72.4500,1393994064.2982
3124.0000,67.7200,1395018028.3656
3125.0000,78.3300,1396213277.4714
3126.0000,72.0500,1397307143.9154
3127.0000,76.1900,1398467845.4262
3128.0000,68.6600,1399506984.6054
3129.0000,68.3700,1400541442.1010
3130.0000,76.7100,1401710538.3546
3131.0000,64.9500,1402689784.2732
3132.0000,71.4100,1403773318.7262
3133.0000,82.1300,1405029914.0292
3134.0000,71.4300,1406113771.3572
3135.0000,89.8600,1407495157.7388
3136.0000,77.0700,1408670065.7376
3137.0000,75.0700,1409812686.2646
3138.0000,84.7800,1411112062.4676
3139.0000,64.6400,1412086303.8282
3140.0000,77.4400,1413267185.0094
3141.0000,71.4700,1414351688.0868
3142.0000,66.0800,1415349176.4270
3143.0000,69.4400,1416400907.7204
3144.0000,78.8100,1417603905.8196
3145.0000,71.4700,1418688408.8970
3146.0000,81.4500,1419934026.4590
3147.0000,85.7300,1421248739.2110
3148.0000,66.1200,1422246873.3006
3149.0000,67.4500,1423266478.5594
3150.0000,79.8200,1424485781.8320
3151.0000,66.2300,1425485691.7326
3152.0000,55.1300,1426306406.1642
3153.0000,85.8000,1427622248.9778
3154.0000,66.8000,1428631360.8078
3155.0000,81.8700,1429883758.7394
3156.0000,80.8900,1431120335.8098
3157.0000,74.7600,1432257951.7782
3158.0000,76.2000,1433418814.7268
3159.0000,85.4000,1434728200.0464
3160.0000,76.6100,1435895681.9268
3161.0000,78.1300,1437087702.2856
3162.0000,80.7500,1438322019.2328
3163.0000,82.2100,1439579906.0346
3164.0000,85.9800,1440898654.7208
3165.0000,77.2000,1442075661.4050
3166.0000,83.2900,1443350983.4412
3167.0000,77.9300,1444539775.0530
3168.0000,69.0300,1445584887.4146
3169.0000,73.2500,1446698126.3418
3170.0000,81.8600,1447950362.8356
3171.0000,78.2800,1449144804.7548
3172.0000,70.0200,1450205899.4148
3173.0000,79.2600,1451416162.1952
3174.0000,68.9300,1452459660.1830
3175.0000,80.0100,1453682030.7654
3176.0000,75.8600,1454837404.8438
3177.0000,79.2800,1456047990.4992
3178.0000,78.5500,1457246791.2270
3179.0000,77.0300,1458421053.4764
3180.0000,75.9000,1459577073.3042
3181.0000,81.9700,1460831085.6090
3182.0000,73.0900,1461941741.5386
3183.0000,71.2300,1463022370.1190
3184.0000,77.4600,1464203574.1746
3185.0000,68.4400,1465239161.7318
3186.0000,79.9700,1466460886.5648
3187.0000,77.0500,1467635471.6886
3188.0000,74.4800,1468768567.4112
3189.0000,73.5800,1469887133.7714
3190.0000,87.2700,1471226707.8768
3191.0000,78.4500,1472423894.2314
3192.0000,71.6800,1473511787.4930
3193.0000,72.1300,1474606945.4358
3194.0000,78.2300,1475800580.1684
3195.0000,79.5800,1477016008.9446
3196.0000,83.6300,1478296819.8516
3197.0000,76.2000,1479457682.8002
3198.0000,86.6200,1480786763.4774
3199.0000,78.1900,1481979752.4606
3200.0000,76.3800,1483143521.2818
3201.0000,83.8500,1484427883.8102
3202.0000,83.9600,1485714022.1496
3203.0000,82.0700,1486969648.8282
3204.0000,63.1400,1487919674.5848
3205.0000,83.0300,1489190799.2502
3206.0000,91.1300,1490592688.1766
3207.0000,86.1600,1491914342.7354
3208.0000,78.2300,1493107977.4680
3209.0000,94.3200,1494561364.9122
3210.0000,67.9500,1495589042.0388
3211.0000,83.4600,1496867108.5104
3212.0000,74.5900,1498001980.0440
3213.0000,79.8000,1499220960.4422
3214.0000,87.8700,1500570220.7892
3215.0000,78.0600,1501761111.0864
3216.0000,75.8900,1502916969.4764
3217.0000,83.8900,1504201977.7542
3218.0000,83.7400,1505484564.4716
3219.0000,78.9200,1506689338.3818
3220.0000,73.6400,1507808873.3664
3221.0000,82.2000,1509066598.7304
3222.0000,84.5400,1510362100.4370
3223.0000,68.7100,1511402046.8028
3224.0000,87.0500,1512738069.2868
3225.0000,84.6700,1514035669.6788
3226.0000,78.6900,1515236730.5298
3227.0000,75.7200,1516389844.4850
3228.0000,81.3300,1517633524.7988
3229.0000,73.4800,1518750476.7852
3230.0000,83.3000,1520025960.2592
3231.0000,76.5300,1521192150.6402
3232.0000,83.4100,1522469409.9252
3233.0000,87.6600,1523815280.0880
3234.0000,80.3300,1525042816.6662
3235.0000,88.0800,1526395467.1980
3236.0000,78.1600,1527587971.8690
3237.0000,77.6900,1528772888.9838
3238.0000,83.2100,1530046919.5212
3239.0000,78.5000,1531244913.0624
3240.0000,88.9500,1532611608.6444
3241.0000,66.4800,1533615554.4792
3242.0000,77.0600,1534790301.0408
3243.0000,77.3800,1535970213.5976
3244.0000,84.2100,1537260387.8712
3245.0000,87.5700,1538604805.0974
3246.0000,69.9200,1539664285.3842
3247.0000,80.5600,1540895535.0216
3248.0000,83.9400,1542181350.4866
3249.0000,79.5600,1543396456.3878
3250.0000,84.5500,1544692119.5316
3251.0000,86.4700,1546018778.6484
3252.0000,81.5500,1547266010.5842
3253.0000,78.3800,1548462066.8772
3254.0000,66.9100,1549472954.5182
3255.0000,79.5400,1550687737.5450
3256.0000,83.5000,1551966449.7660
3257.0000,77.4600,1553147653.8216
3258.0000,80.2800,1554374383.2126
3259.0000,78.3300,1555569632.3184
3260.0000,82.6300,1556834299.4892
3261.0000,79.6500,1558050858.3270
3262.0000,80.9500,1559288404.0212
3263.0000,81.1600,1560529339.9002
3264.0000,89.2500,1561900878.6030
3265.0000,80.5000,1563131159.6160
3266.0000,72.5500,1564233097.9284
3267.0000,78.4900,1565430930.0324
3268.0000,77.3000,1566609551.0904
3269.0000,73.5500,1567727633.1384
3270.0000,77.9300,1568916424.7502
3271.0000,76.0000,1570074058.9512
3272.0000,85.5300,1571385542.9562
3273.0000,79.0700,1572592738.4268
3274.0000,80.3300,1573820275.0050
3275.0000,75.9100,1574976456.2700
3276.0000,81.3400,1576220298.0216
3277.0000,81.7500,1577470758.7044
3278.0000,81.7600,1578721380.8250
3279.0000,68.9000,1579764394.5006
3280.0000,76.5200,1580930423.4444
3281.0000,71.4100,1582013957.8974
3282.0000,87.9600,1583364671.1810
3283.0000,71.1600,1584444169.7004
3284.0000,76.6800,1585612781.6418
3285.0000,77.9400,1586801734.6908
3286.0000,82.3200,1588061397.3036
3287.0000,87.6500,1589407106.0292
3288.0000,66.6100,1590413150.5494
3289.0000,92.0700,1591830214.5876
3290.0000,75.2900,1592976386.7360
3291.0000,83.2200,1594250578.7112
3292.0000,78.4200,1595447280.7536
3293.0000,79.1000,1596654960.5364
3294.0000,68.6100,1597693292.5290
3295.0000,68.8900,1598736144.7674
3296.0000,79.3300,1599947537.6094
3297.0000,79.2700,1601157961.8270
3298.0000,79.3700,1602370000.4184
3299.0000,77.9800,1603559599.2168
3300.0000,69.2300,1604607940.3254
3301.0000,73.8900,1605731511.2436
3302.0000,81.9100,1606984554.9246
3303.0000,74.7900,1608122655.2052
3304.0000,86.0700,1609442856.8274
3305.0000,72.1300,1610538014.7702
3306.0000,69.1400,1611584902.9428
3307.0000,72.1900,1612681029.5100
3308.0000,68.5300,1613718070.0032
3309.0000,71.0100,1614795146.9622
3310.0000,72.2900,1615892887.9032
3311.0000,77.4800,1617074414.8338
3312.0000,80.7300,1618308408.9060
3313.0000,88.2300,1619663480.9982
3314.0000,63.5500,1620620125.6866
3315.0000,79.7200,1621837814.5854
3316.0000,77.5600,1623020633.0148
3317.0000,74.1700,1624148724.1794
3318.0000,75.2000,1625293443.3918
3319.0000,74.2600,1626422987.4924
3320.0000,72.8500,1627529768.9256
3321.0000,69.7900,1628587150.5264
3322.0000,78.2100,1629780462.3840
3323.0000,72.4400,1630880624.8854
3324.0000,82.0400,1632135767.2518
3325.0000,80.4600,1633365402.5154
3326.0000,73.7200,1634486228.9988
3327.0000,80.2600,1635712635.5154
3328.0000,84.1300,1637001518.2902
3329.0000,80.7200,1638235350.9252
3330.0000,76.2200,1639396536.7482
3331.0000,78.4700,1640594045.9772
3332.0000,77.8400,1641781384.6524
3333.0000,83.0700,1643053155.0672
3334.0000,75.9100,1644209336.3322
3335.0000,71.8600,1645300135.4664
3336.0000,79.6500,1646516694.3042
3337.0000,78.3100,1647711620.5356
3338.0000,83.6900,1648993400.0664
3339.0000,60.3700,1649898707.6742
3340.0000,75.6500,1651050691.5678
3341.0000,73.3800,1652166029.1810
3342.0000,76.8500,1653337385.5578
3343.0000,72.9200,1654445297.0520
3344.0000,77.1300,1655621173.6746
3345.0000,79.6600,1656837893.9496
3346.0000,77.9500,1658027008.4358
3347.0000,63.6400,1658985106.0602
3348.0000,65.6100,1659975006.8448
3349.0000,76.0200,1661132963.9208
3350.0000,66.1600,1662131743.7598
3351.0000,64.6400,1663105985.1204
3352.0000,76.5600,1664272659.8136
3353.0000,70.3600,1665339243.3438
3354.0000,57.0700,1666191276.6228
3355.0000,68.1200,1667221698.1848
3356.0000,79.2500,1668431799.5280
3357.0000,62.6800,1669374399.1662
3358.0000,70.9900,1670451153.2502
3359.0000,73.7700,1671572786.9202
3360.0000,72.1400,1672668106.3008
3361.0000,69.3000,1673717577.4710
3362.0000,72.5600,1674819677.2206
3363.0000,72.3900,1675919032.5348
3364.0000,67.7100,1676942835.1650
3365.0000,66.3900,1677945328.0638
3366.0000,71.5000,1679030315.4534
3367.0000,65.5300,1680018924.7392
3368.0000,66.7200,1681026745.0704
3369.0000,67.6400,1682049417.6390
3370.0000,67.4800,1683069507.2100
3371.0000,80.1300,1684293815.0406
3372.0000,74.0300,1685419646.0820
3373.0000,61.2700,1686339483.0522
3374.0000,61.5000,1687263033.0816
3375.0000,58.6800,1688141057.7756
3376.0000,64.1800,1689107873.0178
3377.0000,67.9700,1690135873.0194
3378.0000,64.2100,1691103172.5732
3379.0000,68.0200,1692131979.7614
3380.0000,71.5200,1693217290.0254
3381.0000,71.1600,1694296788.5448
3382.0000,65.2200,1695280393.2720
3383.0000,72.6200,1696383461.6454
3384.0000,63.4800,1697338976.2722
3385.0000,69.7900,1698396357.8730
3386.0000,61.3400,1699317324.9048
3387.0000,67.1500,1700332087.0428
3388.0000,59.6600,1701225932.5980
3389.0000,53.5800,1702021624.2384
3390.0000,61.7900,1702949855.9514
3391.0000,71.4800,1704034520.4660
3392.0000,54.0500,1704837799.6626
3393.0000,64.8700,1705815754.0824
3394.0000,66.0800,1706813242.4226
3395.0000,62.4700,1707752451.8760
3396.0000,59.6200,1708645651.6818
3397.0000,72.7800,1709751303.0534
3398.0000,62.6600,1710693579.8166
3399.0000,56.2800,1711532859.5442
3400.0000,62.3000,1712469324.5628
3401.0000,70.4000,1713536553.8424
3402.0000,59.8700,1714433789.5824
3403.0000,58.1100,1715302612.3470
3404.0000,55.9300,1716136241.7672
3405.0000,67.7800,1717161174.4590
3406.0000,60.0100,1718060670.3222
3407.0000,59.0300,1718944345.3242
3408.0000,62.1500,1719878388.7824
3409.0000,67.3300,1720896056.7930
3410.0000,59.1300,1721781346.1682
3411.0000,59.0000,1722664536.8580
3412.0000,63.0400,1723612948.2408
3413.0000,60.9900,1724528264.9652
3414.0000,50.6500,1725276655.4592
3415.0000,56.5800,1726120778.3076
3416.0000,60.7500,1727032220.5350
3417.0000,55.5600,1727859876.7728
3418.0000,64.9800,1728839607.0036
3419.0000,68.0100,1729868252.7546
3420.0000,69.1200,1730914818.0522
3421.0000,67.9900,1731943140.9282
3422.0000,40.8400,1732533161.3724
3423.0000,64.4500,1733504335.4232
3424.0000,53.4000,1734297121.1916
3425.0000,47.9000,1735001116.4118
3426.0000,54.6700,1735814404.7244
3427.0000,64.0200,1736778636.9684
3428.0000,50.0000,1737516534.0342
3429.0000,58.0700,1738384711.0494
3430.0000,56.3300,1739224797.9642
3431.0000,50.3800,1739968829.6496
3432.0000,55.2500,1740791481.3294
3433.0000,55.2500,1741614133.0092
3434.0000,59.6900,1742508462.8766
3435.0000,52.1300,1743280746.1002
3436.0000,53.1100,1744068850.1850
3437.0000,63.6900,1745027754.9966
3438.0000,41.5000,1745628430.3068
3439.0000,59.6200,1746521630.1126
3440.0000,53.6300,1747318128.9402
3441.0000,55.5500,1748145623.7408
3442.0000,47.3400,1748840578.4688
3443.0000,50.3200,1749583641.5304
